ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,c912b4a7d2a2616a24bd90797b0765f9973a5913.txt,https://api.govinfo.gov/packages/FR-2020-03-30/granules/2020-06556/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-30,2020-06556,Federal,"The Environmental Protection Agency (EPA), Office of Research and Development (ORD), published a document in the Federal Register of March 18, 2020, giving notice of a meeting of the Board of Scientific Counselors (BOSC) Air and Energy (A-E) Subcommittee. In response to the COVID-19 outbreak, this meeting will now be taking place via videoconference. Due to unforeseen administrative circumstances, EPA is announcing this meeting with less than 15 calendar days' notice.",Board of Scientific Counselors (BOSC) Air and Energy Subcommittee Meeting-April 2020; Correction,https://api.govinfo.gov/packages/FR-2020-03-30/granules/2020-06556/summary?api_key=
DEPARTMENT OF DEFENSE,USA,Federal Register,26153430f1dd2d0f53795fba0da902474d46ccdc.txt,https://api.govinfo.gov/packages/FR-2020-03-30/granules/2020-06526/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-30,2020-06526,Federal,"The AF is modifying the System of Records titled, ``Telecommunications Notification System,'' F010 AFSPC A. This System of Records will become the DoD ``Enterprise Mass Warning and Notification System (EMWNS),'' DCIO 02 DoD. The DoD seeks to implement a system to quickly send alert notifications to Active Duty, Reserve, and National Guard personnel, dependents, DoD civilians, and contractors in an emergency event. The system efficiently notifies and communicates critical safety information to personnel located both on and off military locations. The system enables respondents to communicate with their respective chains of command to account for themselves during emergency events.",Privacy Act of 1974; System of Records,https://api.govinfo.gov/packages/FR-2020-03-30/granules/2020-06526/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,5e8491ac2951e2e00f9743c01413ea4ef530bdf4.txt,https://api.govinfo.gov/packages/FR-2020-03-30/granules/2020-06424/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-30,2020-06424,Federal,This announcement provides notice that the decision record has closed for an administrative appeal filed with the Department of Commerce (Department) by WesternGeco requesting that the Secretary of Commerce (Secretary) override an objection by the North Carolina Division of Coastal Management to a consistency certification for a proposed project to conduct a marine Geological and Geophysical seismic survey in the Atlantic Ocean.,Federal Consistency Appeal by WesternGeco of North Carolina Objection,https://api.govinfo.gov/packages/FR-2020-03-30/granules/2020-06424/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,be257bb257e2a97d0561e3ea504847f168c1ce64.txt,https://api.govinfo.gov/packages/FR-2020-03-30/granules/2020-06422/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-30,2020-06422,Federal,"This announcement provides notice that the Department of Commerce (Department) has stayed, for a period of 14 days, closure of the decision record in an administrative appeal filed by WesternGeco (Appellant) under the Coastal Zone Management Act, requesting that the Secretary override an objection by the South Carolina Department of Health and Environmental Control to a consistency certification for a proposed project to conduct a marine Geological and Geophysical seismic survey in the Atlantic Ocean.",Federal Consistency Appeal by WesternGeco of South Carolina Objection,https://api.govinfo.gov/packages/FR-2020-03-30/granules/2020-06422/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,dbec1cfa89d4e5ab754280ad1e11a8e6fdaf56c7.txt,https://api.govinfo.gov/packages/FR-2020-03-30/granules/2020-06561/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-30,2020-06561,Federal,"The Rural Utilities Service (RUS) published a Funding Opportunity Announcement (FOA) and solicitation of applications in the Federal Register on Thursday, December 12, 2019, (84 FR 67913) announcing its general policy and application procedures for funding under the broadband pilot program (ReConnect) established pursuant to the Consolidated Appropriations Act, 2018 (which became law on February 15, 2019) which provides loans, grants, and loan/grant combinations to facilitate broadband deployment in rural areas. The purpose of this notice is to inform the public of an extension of the application window until midnight, based on the time zone the applicant is located in, on April 15, 2020.",Broadband Pilot (ReConnect) Program,https://api.govinfo.gov/packages/FR-2020-03-30/granules/2020-06561/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,a69396e51f411698ca44ea9e86430d1ccf47b0ae.txt,https://api.govinfo.gov/packages/FR-2020-03-30/granules/2020-05197/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-30,2020-05197,Federal,"The U.S. Environmental Protection Agency (EPA) is proposing to adopt three technical standards developed by SAE International (SAE) for equipment that recovers, recycles, and/or recharges the refrigerant 2,3,3,3-Tetrafluoroprop-1-ene (HFO-1234yf or R-1234yf) in motor vehicle air conditioners (MVACs). The three standards are SAE J2843, SAE J2851, and SAE J3030. This proposed rulemaking would adopt the most current versions of these standards by incorporating them by reference into the regulations related to the protection of stratospheric ozone. This will provide additional flexibility for industry stakeholders that wish to select recovery and recycling equipment certified to these standards.",Protection of the Stratospheric Ozone: Motor Vehicle Air Conditioning System Servicing,https://api.govinfo.gov/packages/FR-2020-03-30/granules/2020-05197/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,74ab9bebefb86521fcf4ef89038a1e49696ef80d.txt,https://api.govinfo.gov/packages/FR-2020-03-30/granules/2020-05962/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-30,2020-05962,Federal,"The Environmental Protection Agency (EPA) is issuing a final rule to amend EPA Acquisition Regulation (EPAAR) award term incentive policy, procedures, and clauses to remove ambiguity and provide clarity with respect to what is required for a contractor to successfully earn award terms.",Environmental Protection Agency Acquisition Regulation (EPAAR); Award Term Incentive,https://api.govinfo.gov/packages/FR-2020-03-30/granules/2020-05962/summary?api_key=
TENNESSEE VALLEY AUTHORITY,USA,Federal Register,ed3027561d2b163b40b0b2bc03f22c73c923ae6f.txt,https://api.govinfo.gov/packages/FR-2020-03-27/granules/2020-05964/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-27,2020-05964,Federal,"This final rule amends the procedures of the Tennessee Valley Authority (TVA) for implementing the National Environmental Policy Act (NEPA). The final rule is codified in Title 18 of the Code of Federal Regulations, as part 1318 of Chapter XIII (Tennessee Valley Authority).",Procedures for Implementing the National Environmental Policy Act,https://api.govinfo.gov/packages/FR-2020-03-27/granules/2020-05964/summary?api_key=
DEPARTMENT OF THE INTERIOR,USA,Federal Register,d83b1ec49ea98c80f118227371d6ce94daaaddcc.txt,https://api.govinfo.gov/packages/FR-2020-03-27/granules/2020-06421/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-27,2020-06421,Federal,"We, the U.S. Fish and Wildlife Service, announce the availability of our draft revised recovery plan for Kearney's blue star, listed as endangered under the Endangered Species Act. Kearney's blue star is a perennial flowering plant, a narrow endemic known from a single mountain range in Pima County, Arizona. We provide this notice to seek comments from the public and Federal, Tribal, State, and local governments.",Endangered and Threatened Wildlife and Plants; Draft Revised Recovery Plan for Kearney's Blue Star,https://api.govinfo.gov/packages/FR-2020-03-27/granules/2020-06421/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,c42b790deb1404f31ae08ec94918b1c69422d3d6.txt,https://api.govinfo.gov/packages/FR-2020-03-27/granules/2020-06409/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-27,2020-06409,Federal,"Flood hazard determinations, which may include additions or modifications of Base Flood Elevations (BFEs), base flood depths, Special Flood Hazard Area (SFHA) boundaries or zone designations, or regulatory floodways on the Flood Insurance Rate Maps (FIRMs) and where applicable, in the supporting Flood Insurance Study (FIS) reports have been made final for the communities listed in the table below. The FIRM and FIS report are the basis of the floodplain management measures that a community is required either to adopt or to show evidence of having in effect in order to qualify or remain qualified for participation in the Federal Emergency Management Agency's (FEMA's) National Flood Insurance Program (NFIP). In addition, the FIRM and FIS report are used by insurance agents and others to calculate appropriate flood insurance premium rates for buildings and the contents of those buildings.",Final Flood Hazard Determinations,https://api.govinfo.gov/packages/FR-2020-03-27/granules/2020-06409/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,592756a33f5bd0ec8b4133f57cf79ae50b28fae6.txt,https://api.govinfo.gov/packages/FR-2020-03-27/granules/2020-06411/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-27,2020-06411,Federal,"Comments are requested on proposed flood hazard determinations, which may include additions or modifications of any Base Flood Elevation (BFE), base flood depth, Special Flood Hazard Area (SFHA) boundary or zone designation, or regulatory floodway on the Flood Insurance Rate Maps (FIRMs), and where applicable, in the supporting Flood Insurance Study (FIS) reports for the communities listed in the table below. The purpose of this notice is to seek general information and comment regarding the preliminary FIRM, and where applicable, the FIS report that the Federal Emergency Management Agency (FEMA) has provided to the affected communities. The FIRM and FIS report are the basis of the floodplain management measures that the community is required either to adopt or to show evidence of having in effect in order to qualify or remain qualified for participation in the National Flood Insurance Program (NFIP). In addition, the FIRM and FIS report, once effective, will be used by insurance agents and others to calculate appropriate flood insurance premium rates for new buildings and the contents of those buildings.",Proposed Flood Hazard Determinations,https://api.govinfo.gov/packages/FR-2020-03-27/granules/2020-06411/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,81e1adf638d4e339c3af57163530e243b0e0e8f0.txt,https://api.govinfo.gov/packages/FR-2020-03-27/granules/2020-06457/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-27,2020-06457,Federal,"EPA has received applications to register pesticide products containing active ingredients not included in any currently registered pesticide products. Pursuant to the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA), EPA is hereby providing notice of receipt and opportunity to comment on these applications.",Pesticide Product Registration; Receipt of Applications for New Active Ingredients,https://api.govinfo.gov/packages/FR-2020-03-27/granules/2020-06457/summary?api_key=
BUREAU OF CONSUMER FINANCIAL PROTECTION,USA,Federal Register,138671bd70c260468a504f2601b9de8f70908b75.txt,https://api.govinfo.gov/packages/FR-2020-03-27/granules/2020-06237/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-27,2020-06237,Federal,"On March 3, 2020, the Bureau of Consumer Financial Protection (Bureau) published in the Federal Register a Supplemental Notice of Proposed Rulemaking (SNPRM) requesting comment on the Bureau's proposal to amend Regulation F, which implements the Fair Debt Collection Practices Act (FDCPA), to require debt collectors to make certain disclosures when collecting time-barred debts. The SNPRM provided a 60- day comment period that was set to close on May 4, 2020. To allow interested persons more time to consider and submit their comments, the Bureau has determined that an extension of the comment period until June 5, 2020, is appropriate.",Debt Collection Practices (Regulation F); Extension of Comment Period,https://api.govinfo.gov/packages/FR-2020-03-27/granules/2020-06237/summary?api_key=
DEPARTMENT OF ENERGY,USA,Federal Register,0f033d685dad67a416c8b18617f61d5e95e2cb68.txt,https://api.govinfo.gov/packages/FR-2020-03-26/granules/2020-06329/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-26,2020-06329,Federal,,"Port Arthur Pipeline, LLC; Notice of Schedule for Environmental Review of the Louisiana Connector Amendment Project",https://api.govinfo.gov/packages/FR-2020-03-26/granules/2020-06329/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,917722cf0a74a2e6384bff9cf7ccacc09f7af29a.txt,https://api.govinfo.gov/packages/FR-2020-03-26/granules/2020-06332/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-26,2020-06332,Federal,"NMFS is reallocating the projected unused amounts of the Community Development Quota (CDQ) pollock directed fishing allowance (DFA) from the Aleutian Islands subarea to the Bering Sea subarea. This action is necessary to provide opportunity for harvest of the 2020 total allowable catch of pollock, consistent with the goals and objectives of the Fishery Management Plan for Groundfish of the Bering Sea and Aleutian Islands Management Area (BSAI).",Fisheries of the Exclusive Economic Zone Off Alaska; Reallocation of Pollock in the Bering Sea and Aleutian Islands,https://api.govinfo.gov/packages/FR-2020-03-26/granules/2020-06332/summary?api_key=
Executive Office of the President,USA,Federal Register,d789a537956f67e2e596592a6ad889106608c613.txt,https://api.govinfo.gov/packages/FR-2020-03-26/granules/2020-06477/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-26,2020-06477,Federal,,"National Agriculture Day, 2020",https://api.govinfo.gov/packages/FR-2020-03-26/granules/2020-06477/summary?api_key=
DEPARTMENT OF THE INTERIOR,USA,Federal Register,19c2179ca10a6e17c394131d323ca8023fb3c182.txt,https://api.govinfo.gov/packages/FR-2020-03-25/granules/2020-06223/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-25,2020-06223,Federal,"We, the U.S. Fish and Wildlife Service, are initiating 5-year status reviews of 25 species under the Endangered Species Act, as amended. A 5-year review is an assessment of the best scientific and commercial data available at the time of the review. We are requesting submission of information that has become available since the last reviews of these species.",Endangered and Threatened Wildlife and Plants; Initiation of 5-Year Status Reviews for 25 Southeastern Species,https://api.govinfo.gov/packages/FR-2020-03-25/granules/2020-06223/summary?api_key=
DEPARTMENT OF ENERGY,USA,Federal Register,9685015be15b1c68d7aa55a12db3ae5a184a5dae.txt,https://api.govinfo.gov/packages/FR-2020-03-25/granules/2020-06232/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-25,2020-06232,Federal,,"Commonwealth LNG, LLC; Notice Suspending Environmental Review Schedule",https://api.govinfo.gov/packages/FR-2020-03-25/granules/2020-06232/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,085b856c2fdd4d37bc4321be8905cbd2767b39e2.txt,https://api.govinfo.gov/packages/FR-2020-03-25/granules/2020-06196/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-25,2020-06196,Federal,The National Oceanic and Atmospheric Administration's (NOAA's) Office of National Marine Sanctuaries (ONMS) announces the establishment of new indirect cost rates for the recovery of indirect costs for its component organizations involved in natural resource damage and restoration activities for fiscal year (FY) 2010. NOAA provides the indirect cost rates for this fiscal year and the dates of implementation in this notice. The public can obtain more information on this rate from the address provided below in the ADDRESSES section.,Notice of Indirect Cost Rates for the Office of National Marine Sanctuaries for Fiscal Year 2010,https://api.govinfo.gov/packages/FR-2020-03-25/granules/2020-06196/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,6e4203260f507524d4fac5ce2e87996ed8693c4b.txt,https://api.govinfo.gov/packages/FR-2020-03-25/granules/2020-06226/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-25,2020-06226,Federal,"The Rural-Business Cooperative Service (the Agency) published a notice of solicitation of applications in the Federal Register on August 30, 2019, entitled ``Notice of Solicitation of Applications for the Rural Energy for America Program for Fiscal Year 2020,'' to allow potential applicants time to submit applications for financial assistance under the Rural Energy for America Program (REAP) for fiscal year (FY) 2020 and allow the Agency time to process applications within the current FY. This notice extends the application window closing date from March 31, 2020 to April 15, 2020.",Notice of Solicitation of Applications (NOSA) for the Rural Energy for America Program for Fiscal Year (FY) 2020; Amendment,https://api.govinfo.gov/packages/FR-2020-03-25/granules/2020-06226/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,f25d044f69ab5cc938b9c93bfb85c89722f02491.txt,https://api.govinfo.gov/packages/FR-2020-03-25/granules/2020-06268/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-25,2020-06268,Federal,This final rule announces routine inseason adjustments to the harvest limits for incidental halibut retention in the primary sablefish fishery.,Magnuson-Stevens Act Provisions; Fisheries Off West Coast States; Pacific Coast Groundfish Fishery; 2019-2020 Biennial Specifications and Management Measures; Inseason Adjustments,https://api.govinfo.gov/packages/FR-2020-03-25/granules/2020-06268/summary?api_key=
DEPARTMENT OF ENERGY,USA,Federal Register,97106d99a48eacc37f7c728c478e62fef4e080e5.txt,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-06139/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-24,2020-06139,Federal,,"PennEast Pipeline Company, LLC; Notice of Schedule for Environmental Review of the Penneast 2020 Amendment Project",https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-06139/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,119813891b807d2560522a9c5af2e0a0d91bc02e.txt,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-06143/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-24,2020-06143,Federal,"Notice is hereby given that the U.S. Department of Agriculture, Agricultural Research Service, intends to grant to Washington State Crop Improvement Association, Inc. of Pullman, Washington, an exclusive license to the variety of chickpea described in Plant Variety Protection Application Number 201900296, `CA0790B0043C,' applied for on August 5, 2019.",Notice of Intent To Grant Exclusive License,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-06143/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,683e4864fe57d55177374f758d0cd0e6758cac38.txt,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-06172/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-24,2020-06172,Federal,The Environmental Protection Agency (EPA) is proposing to approve a negative declaration submitted to satisfy the requirements of the Emission Guidelines and Compliance Times for Municipal Solid Waste Landfills for the State of Vermont. The negative declaration certifies that there are no existing facilities in the State of Vermont that must comply with this rule.,Approval and Promulgation of State Plan (Negative Declaration) for Designated Facilities and Pollutants: Vermont,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-06172/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,21a099b1b218dc7ab0c9b18e1ffb25c079157f74.txt,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-05911/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-24,2020-05911,Federal,"The Environmental Protection Agency (EPA) is proposing to approve revisions to the Washington State Implementation Plan (SIP) that were submitted by the Washington Department of Ecology (Ecology) in coordination with the Northwest Clean Air Agency (NWCAA). This proposed revision would update certain NWCAA regulations currently in the SIP, remove obsolete regulations, and approve a subset of updated Ecology regulations to apply in NWCAA's jurisdiction.",Air Plan Approval; Washington; Northwest Clean Air Agency,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-05911/summary?api_key=
DEPARTMENT OF TRANSPORTATION,USA,Federal Register,e409fb84d44cf174b98a75a0be0b07e3a72b1c6c.txt,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-05860/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-24,2020-05860,Federal,"This action proposes to establish 19 new high altitude area navigation (RNAV) routes (Q-routes), and modify 13 existing Q-routes, in support of the Northeast Corridor Atlantic Coast Route (NEC ACR) Project. This proposal would improve the efficiency of the National Airspace System (NAS) by expanding the availability of RNAV routing and reducing the dependency on ground-based navigational systems.","Proposed Establishment and Amendment of Area Navigation Routes, Northeast Corridor Atlantic Coast Routes; Northeastern United States",https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-05860/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,3972d2a94bc9edc046cdac9c5d2a69526240905f.txt,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-06183/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-24,2020-06183,Federal,"This action increases the possession and trip limits of Georges Bank cod, Gulf of Maine cod, Gulf of Maine haddock, Cape Cod/ Gulf of Maine yellowtail flounder, American plaice, and witch flounder for Northeast multispecies common pool vessels for the remainder of the 2019 fishing year. This action will provide the common pool fishery greater opportunity to harvest, but not exceed, the annual quotas for these stocks.",Fisheries of the Northeastern United States; Northeast Multispecies Fishery; Possession and Trip Limit Increases for the Common Pool Fishery,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-06183/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,9d7f34ee3bd67abb9211d6b19dd3d78ed19857d1.txt,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-06171/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-24,2020-06171,Federal,The Environmental Protection Agency (EPA) is taking a direct final action to approve a negative declaration submitted to satisfy the requirements of the Emission Guidelines and Compliance Times for Municipal Solid Waste Landfills for the State of Vermont. The negative declaration certifies that there are no existing facilities in the State of Vermont that must comply with this rule.,Approval and Promulgation of State Plan (Negative Declaration) for Designated Facilities and Pollutants: Vermont,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-06171/summary?api_key=
FEDERAL RESERVE SYSTEM,USA,Federal Register,e6b08ee6849401d84f9c8b9a5a66a8602f250641.txt,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-05805/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-24,2020-05805,Federal,"The Board of Governors of the Federal Reserve System (``Board'') is amending Regulation D (Reserve Requirements of Depository Institutions) to revise the rate of interest paid on balances maintained to satisfy reserve balance requirements (``IORR'') and the rate of interest paid on excess balances (``IOER'') maintained at Federal Reserve Banks by or on behalf of eligible institutions. The final amendments specify that IORR is 0.10 percent and IOER is 0.10 percent, a 1.00 percentage point decrease from their prior levels. The amendments are intended to enhance the role of IORR and IOER in maintaining the Federal funds rate in the target range established by the Federal Open Market Committee (``FOMC'' or ``Committee'').",Regulation D: Reserve Requirements of Depository Institutions,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-05805/summary?api_key=
FEDERAL RESERVE SYSTEM,USA,Federal Register,772f026f3980c878c4a1a9d5c03ff9f669449336.txt,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-05806/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-24,2020-05806,Federal,"The Board of Governors of the Federal Reserve System (``Board'') is amending its Regulation D (Reserve Requirements of Depository Institutions, 12 CFR part 204) to lower reserve ratios on transaction accounts maintained at depository institutions to zero percent.",Regulation D: Reserve Requirements of Depository Institutions,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-05806/summary?api_key=
FEDERAL RESERVE SYSTEM,USA,Federal Register,5c75ebad63620ae7748729e8f5ab50f0385882d7.txt,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-05804/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-24,2020-05804,Federal,The Board of Governors of the Federal Reserve System (``Board'') has adopted final amendments to its Regulation A to reflect the Board's approval of a decrease in the rate for primary credit at each Federal Reserve Bank. The secondary credit rate at each Reserve Bank automatically decreased by formula as a result of the Board's primary credit rate action.,Regulation A: Extensions of Credit by Federal Reserve Banks,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-05804/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,399cc941247d51697495517796bf85f718bfb397.txt,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-05746/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-24,2020-05746,Federal,"The Rural Business-Cooperative Service (RBS) published an interim rule on December 23, 2011, which made several revisions to the Rural Business Investment program. Through this action, RBS finalizes the rule based on public comments, amends its regulations, and incorporates new program requirements established in the Agriculture Improvement Act of 2018 Bill for the Rural Business Investment Program. This action, which affects some of the substantive aspects of the Rural Business Investment Program, is expected to decrease the time and workload necessary in carrying out the Rural Business Investment Program.",Rural Business Investment Company (RBIC) Program,https://api.govinfo.gov/packages/FR-2020-03-24/granules/2020-05746/summary?api_key=
DEPARTMENT OF THE INTERIOR,USA,Federal Register,39d84bdd41ed99ede80a69db2066b60b14c3b767.txt,https://api.govinfo.gov/packages/FR-2020-03-23/granules/2020-06037/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-23,2020-06037,Federal,"The U.S. Department of Agriculture, Forest Service, Tongass National Forest, in consultation with the appropriate Indian Tribes or Native Hawaiian organizations, has determined that the cultural items listed in this notice meet the definition of unassociated funerary objects. Lineal descendants or representatives of any Indian Tribe or Native Hawaiian organization not identified in this notice that wish to claim these cultural items should submit a written request to Tongass National Forest. If no additional claimants come forward, transfer of control of the cultural items to the lineal descendants, Indian Tribes, or Native Hawaiian organizations stated in this notice may proceed.","Notice of Intent To Repatriate Cultural Items: U.S. Department of Agriculture, Forest Service, Tongass National Forest, Petersburg, AK",https://api.govinfo.gov/packages/FR-2020-03-23/granules/2020-06037/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,dda5550bfb8e5a8c15a5509129f5585fa8d3b141.txt,https://api.govinfo.gov/packages/FR-2020-03-23/granules/2020-05984/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-23,2020-05984,Federal,"The Rural Housing Service (RHS), an Agency within Rural Development, announces that it is soliciting competitive applications under its Housing Preservation Grant (HPG) program. This action is taken to comply with Agency regulations which requires the Agency to announce the opening and closing dates for receipt of pre-applications for HPG funds from eligible applicants. The Agency will publish the amount of funding on its website at https://www.rd.usda.gov/newsroom/ notices-solicitation-applications-nosas. Expenses incurred in developing applications will be at the applicant's risk.",Notice of Solicitation of Applications for the Section 533 Housing Preservation Grants for Fiscal Year 2020,https://api.govinfo.gov/packages/FR-2020-03-23/granules/2020-05984/summary?api_key=
DEPARTMENT OF TRANSPORTATION,USA,Federal Register,61097b3da3d1f1f6fa8643401146956f0bbd1004.txt,https://api.govinfo.gov/packages/FR-2020-03-23/granules/2020-05857/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-23,2020-05857,Federal,"This action proposes to amend 9 jet routes, remove 22 jet routes, and remove 1 high altitude area navigation (RNAV) route in the eastern United States. This action is in support of the Northeast Corridor Atlantic Coast Route Project to improve the efficiency of the National Airspace System (NAS) and reduce dependency on ground-based navigational systems.",Proposed Amendment and Removal of Air Traffic Service (ATS) Routes; Eastern United States,https://api.govinfo.gov/packages/FR-2020-03-23/granules/2020-05857/summary?api_key=
DEPARTMENT OF JUSTICE,USA,Federal Register,18b748d51cc9307a43cf17e63045a85aee0a5599.txt,https://api.govinfo.gov/packages/FR-2020-03-23/granules/2020-05796/htm?api_key=stD22vRTT0I2MUAFJNi0299a8nvz45dSlFuYd00i,Regulatory Information,2020-03-23,2020-05796,Federal,"The Drug Enforcement Administration is proposing to amend its regulations to comply with the requirements of the Controlled Substances Act, including consistency with treaty obligations, in order to facilitate the cultivation of marihuana for research purposes and other licit purposes. Specifically, this proposed rule would amend the provisions of the regulations governing applications by persons seeking to become registered with DEA to grow marihuana as bulk manufacturers and add provisions related to the purchase and sale of this marihuana by DEA.",Controls To Enhance the Cultivation of Marihuana for Research in the United States,https://api.govinfo.gov/packages/FR-2020-03-23/granules/2020-05796/summary?api_key=
