0,1,2
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Asistencia técnica para la ejecución del Plan de Manejo: asesoría prestada al usuario por un operador acreditado, conducente a elaborar, acompañar y apoyar la adecuada ejecución técnica en terreno de aquellas prácticas comprometidas en el Plan de Manejo, sólo podrán postular, a esta asistencia, los pequeños productores agrícolas",Technical assistance
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Asistencia técnica para la elaboración del Plan de Manejo: asesoría prestada al usuario por un operador acreditado para la confección de un plan de manejo, la que debe contener, además de la documentación exigida, una propuesta de las prácticas a postular, señalando la descripción pormenorizada de ellas y la ubicación de los potreros a intervenir, sólo podrán postular a esta asistencia, los pequeños productores agrícolas",Technical assistance
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Capacitación: actividad destinada a transmitir conocimientos técnicos o administrativos necesarios para el mejor logro de los objetivos del Programa, implementada por el Instituto de Desarrollo Agropecuario, en adelante indistintamente INDAP, o por el Servicio Agrícola y Ganadero, en adelante indistintamente SAG, o por terceros a su nombre y con su autorización, en materias propias del Programa",Technical assistance
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Pago parcial: corresponde al pago de las prácticas, determinadas en este Reglamento, efectivamente ejecutadas a una cierta etapa del año",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,Este pago no libera al agricultor de la obligación del cumplimiento de la totalidad de las prácticas comprometidas en el Plan de Manejo,Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Pago proporcional: corresponde al pago de parte de las prácticas comprometidas en el Plan de Manejo, existiendo la imposibilidad de ejecutar las restantes, en razón de emergencia agrícola o catástrofe declarada por la autoridad competente o razones de fuerza mayor, calificada por el Director Regional del SAG o INDAP, según corresponda",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Tiene por objeto incentivar la utilización de métodos de intervención de los suelos para evitar las pérdidas de los mismos, tales como: cero o mínima labranza, manejo de rastrojos, zanjas de infiltración, aplicación de materia orgánica y/o ""compost"", nivelación, labores que contribuyan a incorporar una mayor cantidad de agua disponible en el perfil de suelo, exclusión de uso de áreas de protección, enmiendas cálcicas u otros",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Para las prácticas consideradas en esta actividad, se otorgará un incentivo de hasta el 90% de los costos netos para el caso de pequeños productores agrícolas, de hasta un 70% de los costos netos para el caso de medianos productores agrícolas y de hasta un 50% de los costos netos para el caso de grandes productores agrícolas",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Tiene por objeto incentivar la eliminación, limpieza o confinamiento de tocones, troncos muertos, de matorrales sin valor forrajero o sin valor en la protección del suelo u otros impedimentos físicos o químicos, en suelos aptos para fines agropecuarios, mediante un incentivo de hasta el 90% de los costos netos para el caso de pequeños productores agrícolas, de hasta un 70% de los costos netos para el caso de medianos productores agrícolas y de hasta un 50% de los costos netos para el caso de grandes productores agrícolas",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"En la Tabla Anual de Costos se establecerán las especificaciones técnicas y valores para todas las prácticas del Programa, los niveles mínimos técnicos en aquellas que correspondan y se clasificarán según sean éstas de mantención o recuperación",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Los incentivos se adjudicarán mediante concursos públicos, los cuales podrán ser focalizados según criterios tales como cobertura geográfica, subprograma, práctica, tipo de suelo, zonas agroecológicas, sector u otras relacionadas con el suelo",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Los interesados podrán percibir incentivos respecto de una o más de las prácticas contenidas en las actividades o subprogramas señalados en el artículo 3º de este Reglamento, las que en conjunto no podrán exceder de 160 UTM por beneficiario en un año presupuestario, incluyendo los incentivos de planes de manejo aprobados en años anteriores y aún en ejecución",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"En los planes de manejo de dos o tres años calendario, los incentivos no podrán exceder de 240 UTM por beneficiario y por el total del período del plan de manejo, mientras que en los Planes de Manejo de prácticas agroambientales de cuatro o cinco años calendario, no se podrá exceder de 320 UTM por beneficiario y por el total del período del Plan de Manejo",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Tratándose de los pequeños productores agrícolas, se podrá bonificar los costos de la asistencia técnica destinada a apoyarlos en la elaboración y ejecución de sus planes de manejo",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"En todo caso, el tope máximo posible de bonificación por estos conceptos será de hasta 3 UTM en el caso de asistencia técnica para la elaboración del plan de manejo y de hasta 3 UTM en el caso de asistencia técnica para la ejecución del plan de manejo, excepto en las Regiones de Arica y Parinacota, Tarapacá, Antofagasta, de Aysén del General Carlos Ibáñez del Campo y de Magallanes y Antártica Chilena",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,[ las provincias de Isla de Pascua y Palena,Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,Isla Maillén de la comuna de Puerto Montt,Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Islas Huar, Puluqui, Quenu, Chidhuapi, Tabón y Tautil, todas de la comuna de Calbuco",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Islas Caucahue, Chauques, Butachauques y Tac, todas de la comuna de Quemchi",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Islas Llingua, Lin-Lin, Meulin, Quenac, Cahuach, Alao, Apiao, Chaulinec y Teuquelin, todas de la comuna de Quinchao",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Islas Chelín y Quehue, ambas de la comuna de Castro",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Isla Lemuy, de la comuna de Puqueldón",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Isla Tranqui, de la comuna de Queilen",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"]
e Islas Laitec, Goldita, Cailín e Inio, todas de la comuna de Quellón, donde dichos montos serán de hasta 4 UTM",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"La bonificación de la asistencia técnica para la ejecución del Plan de Manejo sólo se podrá solicitar respecto de prácticas que por su complejidad o carácter innovativo lo aconsejen, lo cual será definido por el Director Regional respectivo, con la opinión del CTR, en las respectivas bases de los concursos",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"En todo caso, la bonificación por asistencia técnica estará incluida en los máximos a bonificar por beneficiario, según se establece en este Reglamento",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Se procederá a pagar el incentivo por INDAP o SAG, según corresponda, de acuerdo a la Tabla Anual de Costos vigente al momento de la recepción de la postulación. En el caso de las personas jurídicas beneficiarias de esta bonificación, el pago sólo procederá siempre que ellas se encuentren inscritas en el Registro de Personas Jurídicas Receptoras de Fondos Públicos, conforme a lo establecido en la ley Nº 19.862",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Tratándose de los pequeños productores agrícolas, se podrá bonificar los costos de la asistencia técnica destinada a apoyarlos en la elaboración y ejecución de sus planes de manejo",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"En todo caso, el tope máximo posible de bonificación por estos conceptos será de hasta 3 UTM en el caso de asistencia técnica para la elaboración del plan de manejo y de hasta 3 UTM en el caso de asistencia técnica para la ejecución del plan de manejo, excepto en las Regiones de Arica y Parinacota, Tarapacá, Antofagasta, de Aysén del General Carlos Ibáñez del Campo y de Magallanes y Antártica Chilena",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,[ las provincias de Isla de Pascua y Palena,Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,Isla Maillén de la comuna de Puerto Montt,Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Islas Huar, Puluqui, Quenu, Chidhuapi, Tabón y Tautil, todas de la comuna de Calbuco",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Islas Caucahue, Chauques, Butachauques y Tac, todas de la comuna de Quemchi",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Islas Llingua, Lin-Lin, Meulin, Quenac, Cahuach, Alao, Apiao, Chaulinec y Teuquelin, todas de la comuna de Quinchao",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Islas Chelín y Quehue, ambas de la comuna de Castro",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Isla Lemuy, de la comuna de Puqueldón",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"Isla Tranqui, de la comuna de Queilen",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"]
e Islas Laitec, Goldita, Cailín e Inio, todas de la comuna de Quellón, donde dichos montos serán de hasta 4 UTM",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"La bonificación de la asistencia técnica para la ejecución del Plan de Manejo sólo se podrá solicitar respecto de prácticas que por su complejidad o carácter innovativo lo aconsejen, lo cual será definido por el Director Regional respectivo, con la opinión del CTR, en las respectivas bases de los concursos",Direct payment (PES)
2015 Decreto 51 FIJA REGLAMENTO DE LA LEY Nº 20.412 QUE ESTABLECE UN SISTEMA DE INCENTIVOS PARA LA SUSTENTABILIDAD AGROAMBIENTAL DE LOS SUELOS AGROPECUARIOS,"En todo caso, la bonificación por asistencia técnica estará incluida en los máximos a bonificar por beneficiario, según se establece en este Reglamento",Direct payment (PES)
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","la ley establece que un reglamento regulará y fijará, además, los criterios de priorización de los terrenos, de focalización y de asignación de las bonificaciones contenidas en esta ley",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","Tratándose de los pequeños productores agrícolas, se podrá bonificar los costos de la asistencia técnica destinada a apoyarlos en la elaboración y ejecución de sus planes de manejo",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","En todo caso, el tope máximo posible de bonificación por estos conceptos será de hasta 3 UTM en el caso de asistencia técnica para la elaboración del plan de manejo y de hasta 3 UTM en el caso de asistencia técnica para la ejecución del plan de manejo, excepto en las Regiones de Arica y Parinacota, Tarapacá, Antofagasta, de Aysén del General Carlos Ibáñez del Campo y de Magallanes y Antártica Chilena",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",[ las provincias de Isla de Pascua y Palena,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Isla Maillén de la comuna de Puerto Montt,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","Islas Huar, Puluqui, Quenu, Chidhuapi, Tabón y Tautil, todas de la comuna de Calbuco",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","Islas Caucahue, Chauques, Butachauques y Tac, todas de la comuna de Quemchi",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","Islas Llingua, Lin-Lin, Meulin, Quenac, Cahuach, Alao, Apiao, Chaulinec y Teuquelin, todas de la comuna de Quinchao",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","Islas Chelín y Quehue, ambas de la comuna de Castro",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","Isla Lemuy, de la comuna de Puqueldón",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","Isla Tranqui, de la comuna de Queilen",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","]
e Islas Laitec, Goldita, Cailín e Inio, todas de la comuna de Quellón, donde dichos montos serán de hasta 4 UTM",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","La bonificación de la asistencia técnica para la ejecución del Plan de Manejo sólo se podrá solicitar respecto de prácticas que por su complejidad o carácter innovativo lo aconsejen, lo cual será definido por el Director Regional respectivo, con la opinión del CTR, en las respectivas bases de los concursos",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","En todo caso, la bonificación por asistencia técnica estará incluida en los máximos a bonificar por beneficiario, según se establece en este Reglamento",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","Se considerarán bonificables las siguientes actividades que favorezcan la regeneración, protección o recuperación de formaciones xerofíticas de alto valor ecológico o de bosques nativos de preservación",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Revegetación,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Enriquecimiento ecológico,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Control o eliminación de especies vegetales exóticas invasoras que amenacen las formaciones xerofíticas de alto valor ecológico o bosques nativos de preservación,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Exclusión de animales herbívoros y de otras actividades de impacto negativo para formaciones xerofíticas y para bosque nativo,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Establecimiento de obras de control de escurrimiento e infiltración dirigidas a controlar procesos erosivos que amenacen o afecten la integridad y/o estabilidad del área bajo manejo,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Establecimiento de conexiones entre áreas de formaciones xerofíticas de alto valor ecológico o entre bosques nativos de preservación,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Protección fitosanitaria,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Construcción de senderos para vigilancia y educación ambiental,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Protección contra incendios,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Se considerarán bonificables las siguientes actividades silviculturales dirigidas a la obtención de productos no madereros,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Plantación suplementaria,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Protección mediante cercos,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Ejecución de clareos,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Ejecución de raleos,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Ejecución de podas,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","Limpias posteriores a siembra, plantación o regeneración natural establecida",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Actividades culturales para el establecimiento de la regeneración,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Protección fitosanitaria,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Construcción de senderos para recreación y turismo,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Habilitación de áreas para recreación y turismo,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Establecimiento de obras de control de escurrimiento e infiltración dirigidas a facilitar el establecimiento de la plantación suplementaria y de la regeneración en zonas áridas y semiáridas,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Protección contra incendios,Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","El monto máximo a bonificar por actividad, expresado en unidades tributarias mensuales, se establecerá en una Tabla de Valores de acuerdo a lo señalado en el inciso segundo del artículo 22 de la Ley",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","Tratándose de pequeños propietarios forestales, el monto máximo a bonificar por literal, señalado en el Artículo 22 de la Ley, así como los montos establecidos en la Tabla de Valores de las actividades bonificables, se incrementará en un 15 %",Unknown
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","Para solicitar las bonificaciones, una vez que se hayan ejecutado las actividades bonificables contempladas en el plan de manejo, el titular del proyecto adjudicado, o cesionario, deberá presentar a la Corporación una solicitud de pago, acompañando el respectivo informe de ejecución de actividades bonificables, elaborado por uno de los profesionales que señala el Artículo 7º de la Ley",Direct payment (PES)
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","El trámite señalado en el inciso anterior deberá realizarse dentro del plazo de dos años, contados desde la ejecución de las actividades bonificables consignadas en el plan de manejo",Direct payment (PES)
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","En todo caso, cuando la actividad bonificable se refiera a revegetación, enriquecimiento ecológico, establecimiento de conexiones entre áreas de formaciones xerofíticas de alto valor ecológico o bosques nativos de preservación y plantación suplementaria, la solicitud de pago deberá presentarse en el período comprendido entre el segundo y cuarto año, contados desde la ejecución de la actividad",Direct payment (PES)
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",Los beneficiarios de la bonificación de bosque nativo establecida en la Ley serán,Direct payment (PES)
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",El propietario del predio,Direct payment (PES)
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO",El poseedor regular en trámite de saneamiento de título,Direct payment (PES)
"2011 Decreto 95 REGLAMENTO DEL FONDO DE CONSERVACION, RECUPERACION Y MANEJO SUSTENTABLE DEL BOSQUE NATIVO","El cesionario que acredite la transferencia de la bonificación de bosque nativo, de acuerdo a lo establecido en el artículo 34 de la Ley",Direct payment (PES)
